Title,Mapped Genres
The Breakaways,"graphic novel, middle grade, lgbt, sports, comic book, realistic fiction, fiction"
The Berenstain Bears and the Big Question (The Berenstain Bears Series),"picture books, childrens, christianity, animals, fiction, religion, juvenile"
Protest Movements: Then and Now,non-fiction
With Or Without You,"lgbt, young adult, romance, realistic fiction, contemporary, gay, queer"
Looking for Alaska,"young adult, fiction, contemporary, romance, realistic fiction, coming of age, teen"
Away We Go,"lgbt, young adult, contemporary, fiction, romance, dystopia, science fiction"
Your Rights as an LGBTQ+ Teen,"non-fiction, lgbt"
Somebody Told Me,"lgbt, young adult, contemporary, queer, mental health, realistic fiction, fiction"
Chasing Space Young Readers' Edition,"non-fiction, biography, science, space, memoir, autobiography, audiobook"
Not Quite Snow White,"picture books, childrens, fiction, african american, school, cultural, family"
We Set the Dark on Fire (We Set the Dark on Fire Series),"fantasy, young adult, lgbt, lesbian, queer, fiction, romance"
Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender,"non-fiction, lgbt, queer, transgender"
One Green Apple,"picture books, cultural, childrens, realistic fiction, school, fiction, muslims"
The Black Friend: On Being a Better White Person,"non-fiction, race, social, memoir, anti racist, african american, biography"
Infandous,"young adult, contemporary, realistic fiction, fairy tales, , fiction, teen"
The Magic Fish,"graphic novel, lgbt, young adult, queer, fantasy, comic book, fiction"
Rick,"middle grade, lgbt, contemporary, queer, audiobook, fiction, realistic fiction"
Doing It!: Let's Talk About Sex,"non-fiction, feminism, sexuality, audiobook, lgbt, self help, mental health"
Untamed (House of Night Series),"young adult, vampires, fantasy, paranormal, romance, fiction, supernatural"
The Stonewall Riots: Coming Out in the Street,"non-fiction, lgbt, historical, middle grade, queer, social, historical"
Squad,"graphic novel, young adult, fantasy, lgbt, horror, queer, lesbian"
You: A Novel of Dark Obsession (You Series),"thriller, fiction, mystery, mystery, contemporary, audiobook, adult"
Mindy Kim and the Lunar New Year Parade (Mindy Kim Series),"middle grade, childrens, realistic fiction, fiction, holiday, contemporary, family"
Getting It,"young adult, lgbt, fiction, gay, contemporary, teen, realistic fiction"
Of Fire and Stars (Of Fire and Stars Series),"fantasy, lgbt, young adult, romance, queer, lesbian, fiction"
The Cider House Rules,"fiction, classics, historical, , literary fiction, contemporary, "
The Burning Maze (The Trials of Apollo Series),"fantasy, mythology, young adult, middle grade, fiction, adventure, audiobook"
Redeemed (House of Night Series),"fantasy, young adult, vampires, paranormal, romance, fiction, urban"
The Story of Rap,"picture books, childrens, music, historical, non-fiction, , education"
Rift (Nightshade Prequel Series),"fantasy, young adult, paranormal, romance, magic, werewolves, paranormal"
We Now Return to Regular Life,"young adult, lgbt, contemporary, fiction, mystery, realistic fiction, queer"
Tattoo Atlas,"young adult, lgbt, science fiction, mystery, fiction, thriller, queer"
Jacob's Room to Choose,"picture books, lgbt, childrens, gender, fiction, gender, school"
The Misadventures of the Family Fletcher (Family Fletcher Series),"middle grade, realistic fiction, lgbt, family, humor, fiction, childrens"
WeirDo Series: Spinning Weird,childrens
Cilla Lee-Jenkins: Future Author Extraordinaire (Cilla Lee-Jenkins Series),"middle grade, fiction, childrens, realistic fiction, chapter books, family, humor"
How to Be Bad,"young adult, contemporary, fiction, romance, chick lit, road trip, realistic fiction"
You Matter,"picture books, childrens, storytime, fiction, poetry, inspirational, cultural"
Fates and Furies,"fiction, contemporary, literary fiction, audiobook, romance, adult, adult"
Who Is Derek Jeter? (Who was...? Series),"non-fiction, biography, sports, historical, baseball, childrens, biography"
The Rape of Nanking,"historical, non-fiction, china, war, japan, world war ii, historical"
Death Wind,", young adult, fiction, teen"
The Shark King,"graphic novel, comic book, childrens, picture books, mythology, fiction, folklore"
The Power of One: Every Act of Kindness Counts,"picture books, childrens, storytime, inspirational, fiction, elementary, nature"
Heart of Flames (Crown of Feathers Series),"fantasy, young adult, young adult, romance, audiobook, lgbt, fiction"
Carter Reads the Newspaper,"picture books, biography, non-fiction, historical, childrens, historical, african american"
Fan Art,"lgbt, young adult, contemporary, romance, fiction, realistic fiction, queer"
The Kingdom of Little Wounds,"fantasy, historical, young adult, historical, fiction, fairy tales, adult"
Who Was Lucille Ball? (Who was...? Series),"biography, non-fiction, childrens, historical, middle grade, juvenile, womens"
A is for Audra: Broadway's Leading Ladies from A to Z,"picture books, non-fiction, music, biography, childrens, historical, theatre"
To Kill a Mockingbird,"fiction, historical, school, , young adult, historical, school"
The Weight of the Stars,"young adult, science fiction, lgbt, contemporary, romance, lesbian, queer"
The Devouring Gray (The Devouring Gray Series),"fantasy, young adult, paranormal, horror, lgbt, mystery, young adult"
Playing the Field,"young adult, sports"
Birthday,"young adult, lgbt, contemporary, romance, queer, fiction, audiobook"
Black and White,"young adult, sports, realistic fiction, fiction, teen, basketball, african american"
The Case for Loving: The Fight for Interracial Marriage,"picture books, non-fiction, historical, family, childrens, biography, african american"
All American Boys,"young adult, fiction, realistic fiction, contemporary, , audiobook, social"
The Bluest Eye,"fiction, classics, historical, , race, african american, literary fiction"
The Nerdy and the Dirty,"young adult, romance, contemporary, audiobook, humor, teen, realistic fiction"
When We Were Magic,"fantasy, young adult, lgbt, queer, fiction, lesbian, witches"
Hush! A Thai Lullaby,"picture books, childrens, poetry, cultural, animals, asia, fiction"
New Kid,"graphic novel, middle grade, realistic fiction, fiction, young adult, comic book, childrens"
Yasmin the Scientist (Yasmin Series),"picture books, chapter books, childrens, science, realistic fiction"
Girls at the Edge of the World,"fantasy, lgbt, lesbian, young adult, romance, queer, science fiction"
Bat and the End of Everything (A Boy Called Bat Series),"middle grade, realistic fiction, fiction, autistic spectrum disorder, childrens, animals, contemporary"
Vol. 3 (Blue Flag Series),"manga, lgbt, romance, young adult, contemporary, comic book, queer"
In the Role of Brie Hutchens...,"middle grade, lgbt, contemporary, lesbian, realistic fiction, young adult, queer"
Some Assembly Required: The Not-So-Secret Life of a Transgender Teen,"non-fiction, lgbt, memoir, queer, transgender, biography, teen"
Sasha Masha,"young adult, lgbt, contemporary, queer, audiobook, fiction, romance"
The Marvelous,"young adult, contemporary, mystery, lgbt, thriller, queer, fiction"
Get a Clue (Bookish Boyfriends Series),"romance, young adult, lgbt, mystery, contemporary, fiction, retellings"
Red at the Bone,"fiction, historical, audiobook, contemporary, literary fiction, adult, lgbt"
The Poet X,"poetry, young adult, contemporary, fiction, audiobook, realistic fiction, romance"
Deposing Nathan,"young adult, contemporary, lgbt, fiction, queer, romance, realistic fiction"
Other Words for Home,"middle grade, poetry, fiction, realistic fiction, contemporary, young adult, audiobook"
Underneath It All: A History of Women's Underwear,"non-fiction, historical, fashion, teen, feminism"
Gay Believers: Homosexuality and Religion,non-fiction
Hurricane Child,"middle grade, lgbt, magic, queer, fiction, young adult, contemporary"
Nelson Beats The Odds,"graphic novel, disability, adhd, childrens"
Multiplication Is for White People: Raising Expectations for Other People's Children,"education, non-fiction, teaching, race, social, school, anti racist"
Scars,"young adult, mental health, fiction, contemporary, mental health, lgbt, realistic fiction"
Kiss Number 8,"graphic novel, lgbt, young adult, comic book, queer, romance, fiction"
Me Myself & Him,"young adult, lgbt, contemporary, romance, queer, fiction, gay"
Verona Comics,"romance, contemporary, young adult, lgbt, mental health, queer, fiction"
Teenage Sex and Pregnancy,non-fiction
My Vida Loca (Sofía Martínez Series),"childrens, middle grade, realistic fiction, family, spain, picture books, chapter books"
I Hope You're Listening,"mystery, young adult, thriller, lgbt, contemporary, mystery, fiction"
Beyond the Gender Binary,"non-fiction, lgbt, queer, gender, feminism, audiobook, memoir"
Simon vs. the Homo Sapiens Agenda (Simonverse Series),"young adult, romance, lgbt, contemporary, fiction, queer, audiobook"
American Born Chinese,"graphic novel, young adult, comic book, fiction, fantasy, school, graphic novel"
When Stars Are Scattered,"graphic novel, middle grade, memoir, non-fiction, biography, comic book, childrens"
Reverie,"fantasy, young adult, lgbt, queer, fiction, audiobook, mystery"
The Day You Begin,"picture books, childrens, realistic fiction, school, fiction, cultural, african american"
Brave Face: A Memoir,"non-fiction, lgbt, memoir, queer, mental health, biography, audiobook"
Almost Perfect,"young adult, lgbt, romance, fiction, contemporary, , realistic fiction"
Wings,"picture books, fiction, childrens, fantasy, cultural, poetry, kids"
Hey Black Child,"picture books, poetry, childrens, african american, cultural, race, fiction"
V for Vendetta,"graphic novel, comic book, fiction, dystopia, science fiction, graphic novel, classics"
As Brave As You,"middle grade, realistic fiction, fiction, young adult, family, audiobook, childrens"
Staying Fat for Sarah Byrnes,"young adult, fiction, realistic fiction, sports, teen, contemporary, coming of age"
It's Our Prom (So Deal With It),"lgbt, young adult, realistic fiction, fiction, romance, lesbian, queer"
The Fell of Dark,"fantasy, lgbt, young adult, vampires, paranormal, queer, romance"
The Coldest Touch,"fantasy, lesbian, romance, lgbt, young adult, vampires, queer"
The Darkness Outside Us,"science fiction, lgbt, young adult, queer, fantasy, fiction, audiobook"
La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World,"middle grade, lgbt, contemporary, realistic fiction, queer, young adult, fiction"
Amelia Westlake Was Never Here,"young adult, lgbt, contemporary, romance, queer, fiction, lesbian"
Milk and Honey,"feminism, non-fiction, poetry, contemporary, adult, romance, mental health"
Half of a Yellow Sun,"fiction, historical, nigeria, war, historical, africa, "
WeirDo Series: Really Weird!,"childrens, graphic novel"
Piecing Me Together,"young adult, fiction, contemporary, realistic fiction, middle grade, african american, race"
Best Best Colors: Los mejores colores,"spain, lgbt, childrens, picture books, family"
It Goes Like This,"lgbt, lesbian, contemporary, young adult, queer, romance, fiction"
The Truth about Keeping Secrets,"mystery, young adult, lgbt, contemporary, thriller, fiction, lesbian"
Who Was Maria Tallchief? (Who was...? Series),"biography, non-fiction, historical, native american, childrens, audiobook, picture books"
The Witch Owl Parliament (Clockwork Curandera Series),"fantasy, graphic novel, young adult, comic book, steampunk, fiction, science fiction"
Forget This Ever Happened,"young adult, science fiction, lgbt, historical, queer, horror, mystery"
Festival of Colors,"picture books, holiday, childrens, india, cultural, storytime, realistic fiction"
